 serial number,character,token,ferquency(pre million),
8840,誔,21,0.01106 ,
8841,銅,21,0.01106 ,
8842,賢,21,0.01106 ,
8843,銷,21,0.01106 ,
8844,噷,21,0.01106 ,
8845,婞,21,0.01106 ,
8846,洶,21,0.01106 ,
8847,鸴,21,0.01106 ,
8848,鐚,21,0.01106 ,
8849,巘,21,0.01106 ,
8850,鑰,21,0.01106 ,
8851,鄴,21,0.01106 ,
8852,吚,21,0.01106 ,
8853,隠,21,0.01106 ,
8854,怮,21,0.01106 ,
8855,譽,21,0.01106 ,
8856,軏,21,0.01106 ,
8857,抜,20,0.01054 ,
8858,舭,20,0.01054 ,
8859,斃,20,0.01054 ,
8860,飊,20,0.01054 ,
8861,馎,20,0.01054 ,
8862,偁,20,0.01054 ,
8863,踧,20,0.01054 ,
8864,躭,20,0.01054 ,
8865,淂,20,0.01054 ,
8866,撴,20,0.01054 ,
8867,遯,20,0.01054 ,
8868,钆,20,0.01054 ,
8869,葔,20,0.01054 ,
8870,謊,20,0.01054 ,
8871,漷,20,0.01054 ,
8872,瘕,20,0.01054 ,
8873,橿,20,0.01054 ,
8874,訣,20,0.01054 ,
8875,釦,20,0.01054 ,
8876,曠,20,0.01054 ,
8877,裩,20,0.01054 ,
8878,稂,20,0.01054 ,
8879,睖,20,0.01054 ,
8880,麥,20,0.01054 ,
8881,厖,20,0.01054 ,
8882,羃,20,0.01054 ,
8883,煵,20,0.01054 ,
8884,摰,20,0.01054 ,
8885,侫,20,0.01054 ,
8886,柈,20,0.01054 ,
8887,鈚,20,0.01054 ,
8888,噐,20,0.01054 ,
8889,杄,20,0.01054 ,
8890,嗛,20,0.01054 ,
8891,覷,20,0.01054 ,
8892,刄,20,0.01054 ,
8893,蒻,20,0.01054 ,
8894,脎,20,0.01054 ,
8895,鰣,20,0.01054 ,
8896,丗,20,0.01054 ,
8897,蒐,20,0.01054 ,
8898,灘,20,0.01054 ,
8899,餂,20,0.01054 ,
8900,朓,20,0.01054 ,
8901,魋,20,0.01054 ,
8902,饦,20,0.01054 ,
8903,窪,20,0.01054 ,
8904,渦,20,0.01054 ,
8905,盻,20,0.01054 ,
8906,陜,20,0.01054 ,
8907,纖,20,0.01054 ,
8908,鹹,20,0.01054 ,
8909,啞,20,0.01054 ,
8910,靨,20,0.01054 ,
8911,宧,20,0.01054 ,
8912,轅,20,0.01054 ,
8913,慍,20,0.01054 ,
8914,債,20,0.01054 ,
8915,漲,20,0.01054 ,
8916,鄭,20,0.01054 ,
8917,鐏,20,0.01054 ,
8918,薆,19,0.01001 ,
8919,奡,19,0.01001 ,
8920,沘,19,0.01001 ,
8921,嗶,19,0.01001 ,
8922,侼,19,0.01001 ,
8923,噠,19,0.01001 ,
8924,耵,19,0.01001 ,
8925,靪,19,0.01001 ,
8926,胐,19,0.01001 ,
8927,糞,19,0.01001 ,
8928,綱,19,0.01001 ,
8929,雚,19,0.01001 ,
8930,鬹,19,0.01001 ,
8931,駭,19,0.01001 ,
8932,艱,19,0.01001 ,
8933,瀞,19,0.01001 ,
8934,懇,19,0.01001 ,
8935,楛,19,0.01001 ,
8936,膦,19,0.01001 ,
8937,矓,19,0.01001 ,
8938,僇,19,0.01001 ,
8939,巒,19,0.01001 ,
8940,镅,19,0.01001 ,
8941,祙,19,0.01001 ,
8942,皏,19,0.01001 ,
8943,豈,19,0.01001 ,
8944,棬,19,0.01001 ,
8945,隢,19,0.01001 ,
8946,壽,19,0.01001 ,
8947,樉,19,0.01001 ,
8948,舑,19,0.01001 ,
8949,癱,19,0.01001 ,
8950,縢,19,0.01001 ,
8951,渟,19,0.01001 ,
8952,禿,19,0.01001 ,
8953,稌,19,0.01001 ,
8954,剬,19,0.01001 ,
8955,滃,19,0.01001 ,
8956,娭,19,0.01001 ,
8957,粞,19,0.01001 ,
8958,潝,19,0.01001 ,
8959,効,19,0.01001 ,
8960,屭,19,0.01001 ,
8961,廞,19,0.01001 ,
8962,嬿,19,0.01001 ,
8963,咉,19,0.01001 ,
8964,殽,19,0.01001 ,
8965,螢,19,0.01001 ,
8966,暎,19,0.01001 ,
8967,緼,19,0.01001 ,
8968,韻,19,0.01001 ,
8969,膪,19,0.01001 ,
8970,徴,19,0.01001 ,
8971,晸,19,0.01001 ,
8972,扺,19,0.01001 ,
8973,驟,19,0.01001 ,
8974,玆,19,0.01001 ,
8975,掫,19,0.01001 ,
8976,憊,18,0.00948 ,
8977,珌,18,0.00948 ,
8978,疪,18,0.00948 ,
8979,缏,18,0.00948 ,
8980,蠙,18,0.00948 ,
8981,砵,18,0.00948 ,
8982,蔀,18,0.00948 ,
8983,燦,18,0.00948 ,
8984,鸧,18,0.00948 ,
8985,襯,18,0.00948 ,
8986,遫,18,0.00948 ,
8987,寵,18,0.00948 ,
8988,慒,18,0.00948 ,
8989,篴,18,0.00948 ,
8990,鮗,18,0.00948 ,
8991,篤,18,0.00948 ,
8992,囮,18,0.00948 ,
8993,筦,18,0.00948 ,
8994,暤,18,0.00948 ,
8995,頀,18,0.00948 ,
8996,擭,18,0.00948 ,
8997,虀,18,0.00948 ,
8998,巜,18,0.00948 ,
8999,擴,18,0.00948 ,
9000,攔,18,0.00948 ,
9001,咾,18,0.00948 ,
9002,癃,18,0.00948 ,
9003,嚨,18,0.00948 ,
9004,躘,18,0.00948 ,
9005,嬤,18,0.00948 ,
9006,獰,18,0.00948 ,
9007,鈕,18,0.00948 ,
9008,柸,18,0.00948 ,
9009,軿,18,0.00948 ,
9010,酺,18,0.00948 ,
9011,贌,18,0.00948 ,
9012,嗆,18,0.00948 ,
9013,碻,18,0.00948 ,
9014,虇,18,0.00948 ,
9015,宭,18,0.00948 ,
9016,騒,18,0.00948 ,
9017,袑,18,0.00948 ,
9018,侁,18,0.00948 ,
9019,摗,18,0.00948 ,
9020,逷,18,0.00948 ,
9021,坉,18,0.00948 ,
9022,鮀,18,0.00948 ,
9023,吳,18,0.00948 ,
9024,縣,18,0.00948 ,
9025,呴,18,0.00948 ,
9026,醑,18,0.00948 ,
9027,昫,18,0.00948 ,
9028,醃,18,0.00948 ,
9029,魘,18,0.00948 ,
9030,祅,18,0.00948 ,
9031,洢,18,0.00948 ,
9032,铟,18,0.00948 ,
9033,迶,18,0.00948 ,
9034,漁,18,0.00948 ,
9035,黦,18,0.00948 ,
9036,煴,18,0.00948 ,
9037,栆,18,0.00948 ,
9038,邅,18,0.00948 ,
9039,铚,18,0.00948 ,
9040,柷,18,0.00948 ,
9041,疰,18,0.00948 ,
9042,瑑,18,0.00948 ,
9043,葊,17,0.00896 ,
9044,磝,17,0.00896 ,
9045,豝,17,0.00896 ,
9046,剝,17,0.00896 ,
9047,狽,17,0.00896 ,
9048,鏰,17,0.00896 ,
9049,皀,17,0.00896 ,
9050,変,17,0.00896 ,
9051,辮,17,0.00896 ,
9052,鏢,17,0.00896 ,
9053,餅,17,0.00896 ,
9054,棌,17,0.00896 ,
9055,剷,17,0.00896 ,
9056,敊,17,0.00896 ,
9057,倕,17,0.00896 ,
9058,鬴,17,0.00896 ,
9059,筸,17,0.00896 ,
9060,僱,17,0.00896 ,
9061,鞎,17,0.00896 ,
9062,恗,17,0.00896 ,
9063,嘩,17,0.00896 ,
9064,檓,17,0.00896 ,
9065,鑯,17,0.00896 ,
9066,暕,17,0.00896 ,
9067,屆,17,0.00896 ,
9068,搢,17,0.00896 ,
9069,韮,17,0.00896 ,
9070,踘,17,0.00896 ,
9071,蠟,17,0.00896 ,
9072,漤,17,0.00896 ,
9073,蜋,17,0.00896 ,
9074,耢,17,0.00896 ,
9075,瓃,17,0.00896 ,
9076,藟,17,0.00896 ,
9077,褵,17,0.00896 ,
9078,槤,17,0.00896 ,
9079,鰡,17,0.00896 ,
9080,竜,17,0.00896 ,
9081,瓏,17,0.00896 ,
9082,嚧,17,0.00896 ,
9083,鹵,17,0.00896 ,
9084,昩,17,0.00896 ,
9085,毣,17,0.00896 ,
9086,倷,17,0.00896 ,
9087,湳,17,0.00896 ,
9088,铌,17,0.00896 ,
9089,釀,17,0.00896 ,
9090,瓫,17,0.00896 ,
9091,喯,17,0.00896 ,
9092,憵,17,0.00896 ,
9093,啓,17,0.00896 ,
9094,兛,17,0.00896 ,
9095,硚,17,0.00896 ,
9096,靑,17,0.00896 ,
9097,臞,17,0.00896 ,
9098,絨,17,0.00896 ,
9099,鎔,17,0.00896 ,
9100,鬺,17,0.00896 ,
9101,儵,17,0.00896 ,
9102,璹,17,0.00896 ,
9103,繐,17,0.00896 ,
9104,咷,17,0.00896 ,
9105,屜,17,0.00896 ,
9106,涶,17,0.00896 ,
9107,嫵,17,0.00896 ,
9108,唌,17,0.00896 ,
9109,挦,17,0.00896 ,
9110,嘨,17,0.00896 ,
9111,遜,17,0.00896 ,
9112,瑤,17,0.00896 ,
9113,耰,17,0.00896 ,
9114,扜,17,0.00896 ,
9115,寃,17,0.00896 ,
9116,杬,17,0.00896 ,
9117,抯,17,0.00896 ,
9118,趙,17,0.00896 ,
9119,鬒,17,0.00896 ,
9120,鈡,17,0.00896 ,
9121,鰲,16,0.00843 ,
9122,栢,16,0.00843 ,
9123,鰏,16,0.00843 ,
9124,觱,16,0.00843 ,
9125,碥,16,0.00843 ,
9126,駁,16,0.00843 ,
9127,愖,16,0.00843 ,
9128,挰,16,0.00843 ,
9129,錞,16,0.00843 ,
9130,玼,16,0.00843 ,
9131,镩,16,0.00843 ,
9132,礑,16,0.00843 ,
9133,觝,16,0.00843 ,
9134,绖,16,0.00843 ,
9135,緞,16,0.00843 ,
9136,箙,16,0.00843 ,
9137,簠,16,0.00843 ,
9138,乢,16,0.00843 ,
9139,搆,16,0.00843 ,
9140,頷,16,0.00843 ,
9141,狢,16,0.00843 ,
9142,鰉,16,0.00843 ,
9143,宊,16,0.00843 ,
9144,藠,16,0.00843 ,
9145,岕,16,0.00843 ,
9146,燼,16,0.00843 ,
9147,莖,16,0.00843 ,
9148,豤,16,0.00843 ,
9149,鲙,16,0.00843 ,
9150,儈,16,0.00843 ,
9151,欵,16,0.00843 ,
9152,籟,16,0.00843 ,
9153,蘿,16,0.00843 ,
9154,犖,16,0.00843 ,
9155,蔴,16,0.00843 ,
9156,莾,16,0.00843 ,
9157,眫,16,0.00843 ,
9158,矈,16,0.00843 ,
9159,麑,16,0.00843 ,
9160,襛,16,0.00843 ,
9161,汸,16,0.00843 ,
9162,賠,16,0.00843 ,
9163,慽,16,0.00843 ,
9164,臍,16,0.00843 ,
9165,蹺,16,0.00843 ,
9166,睄,16,0.00843 ,
9167,坵,16,0.00843 ,
9168,擩,16,0.00843 ,
9169,揌,16,0.00843 ,
9170,羶,16,0.00843 ,
9171,脤,16,0.00843 ,
9172,涭,16,0.00843 ,
9173,簑,16,0.00843 ,
9174,渧,16,0.00843 ,
9175,殢,16,0.00843 ,
9176,鉄,16,0.00843 ,
9177,筩,16,0.00843 ,
9178,妧,16,0.00843 ,
9179,葦,16,0.00843 ,
9180,呉,16,0.00843 ,
9181,旿,16,0.00843 ,
9182,晛,16,0.00843 ,
9183,揳,16,0.00843 ,
9184,鬵,16,0.00843 ,
9185,茓,16,0.00843 ,
9186,焄,16,0.00843 ,
9187,鴳,16,0.00843 ,
9188,験,16,0.00843 ,
9189,謠,16,0.00843 ,
9190,滛,16,0.00843 ,
9191,霙,16,0.00843 ,
9192,嵎,16,0.00843 ,
9193,睮,16,0.00843 ,
9194,髃,16,0.00843 ,
9195,蓣,16,0.00843 ,
9196,籥,16,0.00843 ,
9197,勻,16,0.00843 ,
9198,簮,16,0.00843 ,
9199,曽,16,0.00843 ,
9200,劄,16,0.00843 ,
9201,栴,16,0.00843 ,
9202,衆,16,0.00843 ,
9203,鴸,16,0.00843 ,
9204,畷,16,0.00843 ,
9205,菝,15,0.00790 ,
9206,蝂,15,0.00790 ,
9207,鞆,15,0.00790 ,
9208,嵖,15,0.00790 ,
9209,怊,15,0.00790 ,
9210,熾,15,0.00790 ,
9211,錘,15,0.00790 ,
9212,蝽,15,0.00790 ,
9213,惙,15,0.00790 ,
9214,賨,15,0.00790 ,
9215,咑,15,0.00790 ,
9216,獃,15,0.00790 ,
9217,泹,15,0.00790 ,
9218,旳,15,0.00790 ,
9219,弔,15,0.00790 ,
9220,釘,15,0.00790 ,
9221,吪,15,0.00790 ,
9222,棐,15,0.00790 ,
9223,屝,15,0.00790 ,
9224,镄,15,0.00790 ,
9225,唝,15,0.00790 ,
9226,鉤,15,0.00790 ,
9227,苽,15,0.00790 ,
9228,枴,15,0.00790 ,
9229,豗,15,0.00790 ,
9230,踖,15,0.00790 ,
9231,榢,15,0.00790 ,
9232,捁,15,0.00790 ,
9233,鈌,15,0.00790 ,
9234,莙,15,0.00790 ,
9235,誙,15,0.00790 ,
9236,骻,15,0.00790 ,
9237,饋,15,0.00790 ,
9238,铼,15,0.00790 ,
9239,悢,15,0.00790 ,
9240,仂,15,0.00790 ,
9241,扐,15,0.00790 ,
9242,豊,15,0.00790 ,
9243,斂,15,0.00790 ,
9244,鄰,15,0.00790 ,
9245,稟,15,0.00790 ,
9246,舲,15,0.00790 ,
9247,嶺,15,0.00790 ,
9248,籠,15,0.00790 ,
9249,縷,15,0.00790 ,
9250,鸁,15,0.00790 ,
9251,鄚,15,0.00790 ,
9252,黴,15,0.00790 ,
9253,渼,15,0.00790 ,
9254,蜺,15,0.00790 ,
9255,鞰,15,0.00790 ,
9256,磞,15,0.00790 ,
9257,憇,15,0.00790 ,
9258,愜,15,0.00790 ,
9259,庼,15,0.00790 ,
9260,麯,15,0.00790 ,
9261,嗮,15,0.00790 ,
9262,笹,15,0.00790 ,
9263,氺,15,0.00790 ,
9264,碩,15,0.00790 ,
9265,耥,15,0.00790 ,
9266,儯,15,0.00790 ,
9267,凃,15,0.00790 ,
9268,嗗,15,0.00790 ,
9269,瑋,15,0.00790 ,
9270,崄,15,0.00790 ,
9271,澥,15,0.00790 ,
9272,敘,15,0.00790 ,
9273,喓,15,0.00790 ,
9274,譯,15,0.00790 ,
9275,濙,15,0.00790 ,
9276,癕,15,0.00790 ,
9277,纋,15,0.00790 ,
9278,礜,15,0.00790 ,
9279,皁,15,0.00790 ,
9280,譟,15,0.00790 ,
9281,肈,15,0.00790 ,
9282,袗,15,0.00790 ,
9283,猙,15,0.00790 ,
9284,巵,15,0.00790 ,
9285,濁,15,0.00790 ,
9286,頒,14,0.00737 ,
9287,诐,14,0.00737 ,
9288,徧,14,0.00737 ,
9289,飆,14,0.00737 ,
9290,掤,14,0.00737 ,
9291,鲌,14,0.00737 ,
9292,蠶,14,0.00737 ,
9293,拺,14,0.00737 ,
9294,劖,14,0.00737 ,
9295,産,14,0.00737 ,
9296,箠,14,0.00737 ,
9297,輟,14,0.00737 ,
9298,瑳,14,0.00737 ,
9299,憚,14,0.00737 ,
9300,頔,14,0.00737 ,
9301,挕,14,0.00737 ,
9302,苳,14,0.00737 ,
9303,嬻,14,0.00737 ,
9304,蠧,14,0.00737 ,
9305,崿,14,0.00737 ,
9306,尃,14,0.00737 ,
9307,鞷,14,0.00737 ,
9308,堌,14,0.00737 ,
9309,唅,14,0.00737 ,
9310,澒,14,0.00737 ,
9311,鰗,14,0.00737 ,
9312,瓛,14,0.00737 ,
9313,癀,14,0.00737 ,
9314,姦,14,0.00737 ,
9315,洊,14,0.00737 ,
9316,晈,14,0.00737 ,
9317,牁,14,0.00737 ,
9318,硿,14,0.00737 ,
9319,焅,14,0.00737 ,
9320,嵐,14,0.00737 ,
9321,鵹,14,0.00737 ,
9322,灕,14,0.00737 ,
9323,飗,14,0.00737 ,
9324,侓,14,0.00737 ,
9325,盝,14,0.00737 ,
9326,鑾,14,0.00737 ,
9327,淪,14,0.00737 ,
9328,儸,14,0.00737 ,
9329,暋,14,0.00737 ,
9330,脲,14,0.00737 ,
9331,搫,14,0.00737 ,
9332,貧,14,0.00737 ,
9333,郱,14,0.00737 ,
9334,拑,14,0.00737 ,
9335,缲,14,0.00737 ,
9336,寑,14,0.00737 ,
9337,匤,14,0.00737 ,
9338,栣,14,0.00737 ,
9339,牣,14,0.00737 ,
9340,袵,14,0.00737 ,
9341,訕,14,0.00737 ,
9342,渻,14,0.00737 ,
9343,飔,14,0.00737 ,
9344,頌,14,0.00737 ,
9345,鲐,14,0.00737 ,
9346,慆,14,0.00737 ,
9347,鰧,14,0.00737 ,
9348,詑,14,0.00737 ,
9349,紈,14,0.00737 ,
9350,蟁,14,0.00737 ,
9351,犧,14,0.00737 ,
9352,蚿,14,0.00737 ,
9353,缐,14,0.00737 ,
9354,铏,14,0.00737 ,
9355,喣,14,0.00737 ,
9356,鴉,14,0.00737 ,
9357,酏,14,0.00737 ,
9358,癮,14,0.00737 ,
9359,楢,14,0.00737 ,
9360,滪,14,0.00737 ,
9361,淵,14,0.00737 ,
9362,蘊,14,0.00737 ,
9363,攢,14,0.00737 ,
9364,贈,14,0.00737 ,
9365,霅,14,0.00737 ,
9366,窋,14,0.00737 ,
9367,磚,14,0.00737 ,
9368,踨,14,0.00737 ,
9369,铇,13,0.00685 ,
9370,盃,13,0.00685 ,
9371,偪,13,0.00685 ,
9372,熛,13,0.00685 ,
9373,嚗,13,0.00685 ,
9374,吥,13,0.00685 ,
9375,綵,13,0.00685 ,
9376,禪,13,0.00685 ,
9377,宬,13,0.00685 ,
9378,礎,13,0.00685 ,
9379,墊,13,0.00685 ,
9380,壂,13,0.00685 ,
9381,釣,13,0.00685 ,
9382,妬,13,0.00685 ,
9383,陏,13,0.00685 ,
9384,柮,13,0.00685 ,
9385,枙,13,0.00685 ,
9386,墦,13,0.00685 ,
9387,鼢,13,0.00685 ,
9388,戤,13,0.00685 ,
9389,榦,13,0.00685 ,
9390,槓,13,0.00685 ,
9391,肐,13,0.00685 ,
9392,鈎,13,0.00685 ,
9393,袿,13,0.00685 ,
9394,巂,13,0.00685 ,
9395,韓,13,0.00685 ,
9396,翯,13,0.00685 ,
9397,戸,13,0.00685 ,
9398,懽,13,0.00685 ,
9399,讙,13,0.00685 ,
9400,穢,13,0.00685 ,
9401,惛,13,0.00685 ,
9402,羈,13,0.00685 ,
9403,済,13,0.00685 ,
9404,牋,13,0.00685 ,
9405,漿,13,0.00685 ,
9406,澆,13,0.00685 ,
9407,皦,13,0.00685 ,
9408,褯,13,0.00685 ,
9409,冂,13,0.00685 ,
9410,痀,13,0.00685 ,
9411,邭,13,0.00685 ,
9412,脧,13,0.00685 ,
9413,譎,13,0.00685 ,
9414,痾,13,0.00685 ,
9415,濫,13,0.00685 ,
9416,睸,13,0.00685 ,
9417,鳘,13,0.00685 ,
9418,婗,13,0.00685 ,
9419,輗,13,0.00685 ,
9420,楩,13,0.00685 ,
9421,樸,13,0.00685 ,
9422,竅,13,0.00685 ,
9423,勍,13,0.00685 ,
9424,恘,13,0.00685 ,
9425,嬬,13,0.00685 ,
9426,鱓,13,0.00685 ,
9427,煶,13,0.00685 ,
9428,凘,13,0.00685 ,
9429,亖,13,0.00685 ,
9430,娀,13,0.00685 ,
9431,鎲,13,0.00685 ,
9432,摥,13,0.00685 ,
9433,醄,13,0.00685 ,
9434,鳀,13,0.00685 ,
9435,涏,13,0.00685 ,
9436,赨,13,0.00685 ,
9437,蜼,13,0.00685 ,
9438,齆,13,0.00685 ,
9439,臒,13,0.00685 ,
9440,煕,13,0.00685 ,
9441,稧,13,0.00685 ,
9442,陿,13,0.00685 ,
9443,睍,13,0.00685 ,
9444,媟,13,0.00685 ,
9445,釁,13,0.00685 ,
9446,挜,13,0.00685 ,
9447,棪,13,0.00685 ,
9448,彥,13,0.00685 ,
9449,傜,13,0.00685 ,
9450,嶬,13,0.00685 ,
9451,禋,13,0.00685 ,
9452,慇,13,0.00685 ,
9453,嚚,13,0.00685 ,
9454,廕,13,0.00685 ,
9455,憗,13,0.00685 ,
9456,逌,13,0.00685 ,
9457,兪,13,0.00685 ,
9458,秗,13,0.00685 ,
9459,鸑,13,0.00685 ,
9460,慥,13,0.00685 ,
9461,簉,13,0.00685 ,
9462,矰,13,0.00685 ,
9463,氈,13,0.00685 ,
9464,脹,13,0.00685 ,
9465,蹠,13,0.00685 ,
9466,穉,13,0.00685 ,
9467,蠋,13,0.00685 ,
9468,粧,13,0.00685 ,
9469,樁,13,0.00685 ,
9470,綴,13,0.00685 ,
9471,啅,13,0.00685 ,
9472,滶,12,0.00632 ,
9473,茇,12,0.00632 ,
9474,袐,12,0.00632 ,
9475,嗏,12,0.00632 ,
9476,悵,12,0.00632 ,
9477,疢,12,0.00632 ,
9478,橕,12,0.00632 ,
9479,綢,12,0.00632 ,
9480,麄,12,0.00632 ,
9481,缞,12,0.00632 ,
9482,炟,12,0.00632 ,
9483,璫,12,0.00632 ,
9484,窎,12,0.00632 ,
9485,脰,12,0.00632 ,
9486,闍,12,0.00632 ,
9487,覩,12,0.00632 ,
9488,鍛,12,0.00632 ,
9489,軃,12,0.00632 ,
9490,毦,12,0.00632 ,
9491,発,12,0.00632 ,
9492,轓,12,0.00632 ,
9493,雰,12,0.00632 ,
9494,漧,12,0.00632 ,
9495,挌,12,0.00632 ,
9496,玽,12,0.00632 ,
9497,煹,12,0.00632 ,
9498,迒,12,0.00632 ,
9499,壺,12,0.00632 ,
9500,沍,12,0.00632 ,
9501,絙,12,0.00632 ,
9502,鐄,12,0.00632 ,
9503,膠,12,0.00632 ,
9504,誱,12,0.00632 ,
9505,兓,12,0.00632 ,
9506,慬,12,0.00632 ,
9507,鐻,12,0.00632 ,
9508,罥,12,0.00632 ,
9509,欬,12,0.00632 ,
9510,冦,12,0.00632 ,
9511,恇,12,0.00632 ,
9512,磈,12,0.00632 ,
9513,荖,12,0.00632 ,
9514,犂,12,0.00632 ,
9515,醨,12,0.00632 ,
9516,憀,12,0.00632 ,
9517,燐,12,0.00632 ,
9518,醁,12,0.00632 ,
9519,録,12,0.00632 ,
9520,礞,12,0.00632 ,
9521,緲,12,0.00632 ,
9522,銘,12,0.00632 ,
9523,驀,12,0.00632 ,
9524,獏,12,0.00632 ,
9525,侽,12,0.00632 ,
9526,臲,12,0.00632 ,
9527,幋,12,0.00632 ,
9528,姵,12,0.00632 ,
9529,骹,12,0.00632 ,
9530,唚,12,0.00632 ,
9531,趨,12,0.00632 ,
9532,碏,12,0.00632 ,
9533,髥,12,0.00632 ,
9534,勷,12,0.00632 ,
9535,磉,12,0.00632 ,
9536,飋,12,0.00632 ,
9537,硰,12,0.00632 ,
9538,滳,12,0.00632 ,
9539,瞫,12,0.00632 ,
9540,膆,12,0.00632 ,
9541,祘,12,0.00632 ,
9542,粋,12,0.00632 ,
9543,穂,12,0.00632 ,
9544,稊,12,0.00632 ,
9545,屇,12,0.00632 ,
9546,塆,12,0.00632 ,
9547,碔,12,0.00632 ,
9548,巇,12,0.00632 ,
9549,虩,12,0.00632 ,
9550,煆,12,0.00632 ,
9551,蝦,12,0.00632 ,
9552,梟,12,0.00632 ,
9553,綉,12,0.00632 ,
9554,魖,12,0.00632 ,
9555,碞,12,0.00632 ,
9556,曮,12,0.00632 ,
9557,贗,12,0.00632 ,
9558,繄,12,0.00632 ,
9559,酂,12,0.00632 ,
9560,増,12,0.00632 ,
9561,磳,12,0.00632 ,
9562,詐,12,0.00632 ,
9563,酙,12,0.00632 ,
9564,嫃,12,0.00632 ,
9565,锧,12,0.00632 ,
9566,腫,12,0.00632 ,
9567,囑,12,0.00632 ,
9568,眝,12,0.00632 ,
9569,絆,11,0.00579 ,
9570,褾,11,0.00579 ,
9571,徶,11,0.00579 ,
9572,嶓,11,0.00579 ,
9573,愽,11,0.00579 ,
9574,厠,11,0.00579 ,
9575,筴,11,0.00579 ,
9576,秅,11,0.00579 ,
9577,釵,11,0.00579 ,
9578,攙,11,0.00579 ,
9579,鋋,11,0.00579 ,
9580,儭,11,0.00579 ,
9581,歯,11,0.00579 ,
9582,珫,11,0.00579 ,
9583,鉏,11,0.00579 ,
9584,篨,11,0.00579 ,
9585,閦,11,0.00579 ,
9586,齪,11,0.00579 ,
9587,佽,11,0.00579 ,
9588,欉,11,0.00579 ,
9589,訑,11,0.00579 ,
9590,噉,11,0.00579 ,
9591,菿,11,0.00579 ,
9592,琱,11,0.00579 ,
9593,鯛,11,0.00579 ,
9594,魀,11,0.00579 ,
9595,崗,11,0.00579 ,
9596,廾,11,0.00579 ,
9597,闬,11,0.00579 ,
9598,淊,11,0.00579 ,
9599,秏,11,0.00579 ,
9600,滈,11,0.00579 ,
9601,郈,11,0.00579 ,
9602,睆,11,0.00579 ,
9603,鷬,11,0.00579 ,
9604,緝,11,0.00579 ,
9605,牮,11,0.00579 ,
9606,膙,11,0.00579 ,
9607,醬,11,0.00579 ,
9608,絞,11,0.00579 ,
9609,攪,11,0.00579 ,
9610,澽,11,0.00579 ,
9611,嵁,11,0.00579 ,
9612,姱,11,0.00579 ,
9613,蔾,11,0.00579 ,
9614,瑮,11,0.00579 ,
9615,曆,11,0.00579 ,
9616,漻,11,0.00579 ,
9617,繚,11,0.00579 ,
9618,狑,11,0.00579 ,
9619,癴,11,0.00579 ,
9620,覼,11,0.00579 ,
9621,駹,11,0.00579 ,
9622,毷,11,0.00579 ,
9623,緬,11,0.00579 ,
9624,繆,11,0.00579 ,
9625,擵,11,0.00579 ,
9626,薿,11,0.00579 ,
9627,哖,11,0.00579 ,
9628,糥,11,0.00579 ,
9629,嘔,11,0.00579 ,
9630,呠,11,0.00579 ,
9631,鵬,11,0.00579 ,
9632,哱,11,0.00579 ,
9633,堷,11,0.00579 ,
9634,僕,11,0.00579 ,
9635,镨,11,0.00579 ,
9636,帢,11,0.00579 ,
9637,趫,11,0.00579 ,
9638,帩,11,0.00579 ,
9639,鞧,11,0.00579 ,
9640,蘘,11,0.00579 ,
9641,壖,11,0.00579 ,
9642,刪,11,0.00579 ,
9643,蒒,11,0.00579 ,
9644,贖,11,0.00579 ,
9645,欶,11,0.00579 ,
9646,騃,11,0.00579 ,
9647,颼,11,0.00579 ,
9648,熣,11,0.00579 ,
9649,瑣,11,0.00579 ,
9650,飸,11,0.00579 ,
9651,哃,11,0.00579 ,
9652,衕,11,0.00579 ,
9653,鵚,11,0.00579 ,
9654,兎,11,0.00579 ,
9655,椀,11,0.00579 ,
9656,烓,11,0.00579 ,
9657,喴,11,0.00579 ,
9658,齷,11,0.00579 ,
9659,菥,11,0.00579 ,
9660,焟,11,0.00579 ,
9661,憙,11,0.00579 ,
9662,绤,11,0.00579 ,
9663,誸,11,0.00579 ,
9664,焇,11,0.00579 ,
9665,蕭,11,0.00579 ,
9666,詨,11,0.00579 ,
9667,諧,11,0.00579 ,
9668,緤,11,0.00579 ,
9669,睲,11,0.00579 ,
9670,蟳,11,0.00579 ,
9671,様,11,0.00579 ,
9672,訳,11,0.00579 ,
9673,骃,11,0.00579 ,
9674,溁,11,0.00579 ,
9675,縈,11,0.00579 ,
9676,嫞,11,0.00579 ,
9677,齬,11,0.00579 ,
9678,猨,11,0.00579 ,
9679,蹧,11,0.00579 ,
9680,唶,11,0.00579 ,
9681,盞,11,0.00579 ,
9682,蹍,11,0.00579 ,
9683,轍,11,0.00579 ,
9684,淛,11,0.00579 ,
9685,姫,11,0.00579 ,
9686,覙,11,0.00579 ,
9687,袠,11,0.00579 ,
9688,擿,11,0.00579 ,
9689,錐,11,0.00579 ,
9690,耔,11,0.00579 ,
9691,葅,11,0.00579 ,
9692,譪,10,0.00527 ,
9693,拝,10,0.00527 ,
9694,粄,10,0.00527 ,
9695,鯾,10,0.00527 ,
9696,繽,10,0.00527 ,
9697,桲,10,0.00527 ,
9698,筞,10,0.00527 ,
9699,镵,10,0.00527 ,
9700,琩,10,0.00527 ,
9701,煼,10,0.00527 ,
9702,牚,10,0.00527 ,
9703,鐺,10,0.00527 ,
9704,乗,10,0.00527 ,
